code,name,bs_code,concepts
688818,电科蓝天,sh.688818,北斗导航;燃料电池;次新股;钠电池;近端次新;中国电科集团;砷化镓
688819,天能股份,sh.688819,GDR概念;石墨烯;燃料电池;钠电池;磷酸铁锂
688981,中芯国际,sh.688981,中芯国际概念;IGBT概念;超大盘;大基金概念
689009,九号公司,sh.689009,智能交通;小米概念;单车概念
000001,平安银行,sz.000001,区块链;金融行业;陆股通活跃
000002,万科A,sz.000002,快递概念;冷链物流;REITs概念;冰雪产业;房屋租赁;分拆概念;房地产
000006,深振业A,sz.000006,深汕合作区;广东国资;新型城镇化;深圳国资;房地产;粤港澳
000007,全新好,sz.000007,酒店旅游;房屋租赁;金融科技
000008,神州高铁,sz.000008,腾讯概念;铁路基建;轨道交通;高铁;职业教育;磁悬浮;新型工业化;综合行业
000009,中国宝安,sz.000009,宁德时代概念;小鹏汽车概念;石墨烯;参股新三板;土地流转;燃料电池;小金属;4680电池;3D打印;快充概念;磷酸铁锂;分拆概念;特斯拉;房地产;超级电容;黄金股
000010,美丽生态,sz.000010,生态园林;抽水蓄能;新型城镇化;建筑建材;碳中和;昨日涨停
000011,深物业A,sz.000011,广东国资;AMC（化债概念）;新型城镇化;深圳国资;房屋租赁;免税概念;房地产;粤港澳
000012,南玻A,sz.000012,OLED;BIPV概念;雄安新区;玻璃行业;特种玻璃;多晶硅;特斯拉;粤港澳
000014,沙河股份,sz.000014,深汕合作区;广东国资;深圳国资;并购重组;房地产;粤港澳
000016,深康佳A,sz.000016,巨量转移概念;垃圾分类;腾讯概念;智能家居;存储概念;星闪概念;PCB概念;网约车概念;氮化镓;超高清;MLED;OLED;IPV6;QLED;封测概念;污水处理;分拆概念;第三代半导体;家用电器;家电行业
000017,深中华A,sz.000017,新零售;单车概念;黄金股;粤港澳
000019,深粮控股,sz.000019,广东国资;食品行业;调味品;深圳国资;冷链物流;农村电商;粤港澳;预制菜
000020,深华发A,sz.000020,电子器件
000021,深科技,sz.000021,区块链;智能电网;存储概念;电子信息;先进封装;封测概念;云计算;第三代半导体;智能汽车;超级电容;数据要素;大基金概念
000025,特力A,sz.000025,广东国资;汽车制造;深圳国资;黄金股
000026,飞亚达,sz.000026,智能穿戴;商业百货;网红经济;智能手表;减速器;光通信;航空工业集团
000027,深圳能源,sz.000027,广东国资;垃圾分类;腾讯概念;电力行业;清洁能源;虚拟电厂;超超临界发电;参股新三板;垃圾发电;绿色电力;生物质能;券商相关;BIPV概念;固废处理;深圳国资;碳中和;天然气
000028,国药一致,sz.000028,零售药店;商业百货;冷链物流;社保重仓;医药电商
000029,深深房A,sz.000029,广东国资;深圳国资;房地产;粤港澳
000030,富奥股份,sz.000030,汽车轻量化;宁德时代概念;车联网（车路云）;换电概念;电池回收;理想汽车概念;汽车制造;华为汽车;汽车热管理;智能汽车;小米汽车概念
000031,大悦城,sz.000031,参股新三板;中粮集团;新型城镇化;房地产;首发经济
000032,深桑达A,sz.000032,操作系统;在线办公;数字孪生;算力概念;智慧政务;电子信息;智能交通;铁路基建;元宇宙概念;高铁;云计算;碳中和;国资云;智谱AI概念;安防;一体机概念;生物安全;LED;东数西算;数据要素;无线充电;体育产业;信创概念;数据确权
000034,神州数码,sz.000034,数字孪生;区块链;煤炭行业;华为鸿蒙;边缘计算;英伟达概念;服务器;阿里云;ChatGPT概念;AI应用（智能体）;云计算;智谱AI概念;网络安全;腾讯云;液冷概念;华为昇腾;华为海思;华为鲲鹏;东数西算;信创概念;AI训练
000035,中国天楹,sz.000035,垃圾分类;电子信息;垃圾发电;生物质能;抽水蓄能;固废处理;甲醇概念;污水处理;分拆概念;医废处理
000036,华联控股,sz.000036,新型城镇化;碳中和;盐湖提锂;房屋租赁;房地产
000037,深南电A,sz.000037,电力行业;虚拟电厂;固废处理
000039,中集集团,sz.000039,参股基金;海工装备;快递概念;高送转;远洋运输;机械行业;海水淡化;机械;冷链物流;雄安新区;天然气;分拆概念;海洋经济;智慧停车;智慧物流;粤港澳;中欧班列;可燃冰
000042,中洲控股,sz.000042,房地产;粤港澳
000045,深纺织A,sz.000045,广东国资;柔性电子;超高清;增强现实;OLED;QLED;虚拟现实;深圳国资;折叠屏;纺织行业;偏光片
000048,京基智农,sz.000048,土地流转;猪肉概念;养鸡;农林牧渔;乡村振兴
000049,德赛电池,sz.000049,智能穿戴;智能手表;电池管理;苹果产业链;消费电子;钠电池;快充概念;智能手机;苹果三星;电器行业;无线耳机
000050,深天马A,sz.000050,智能穿戴;智能家居;电子纸;柔性电子;超高清;MLED;全息概念;OLED;指纹识别;虚拟现实;全面屏;折叠屏;电子器件;苹果产业链;多晶硅;航空工业集团
000055,方大集团,sz.000055,铁路基建;绿色电力;轨道交通;高铁;装配建筑;BIPV概念;建筑建材;碳中和;房屋检测;分拆概念;LED;绿色建筑;乡村振兴
000056,皇庭国际,sz.000056,融资租赁;功率半导体;IGBT概念;房屋租赁;房地产
000058,深赛格,sz.000058,逆变器;深汕合作区;广东国资;北斗导航;车联网（车路云）;参股新三板;电子竞技;BIPV概念;深圳国资;电子器件;数字能源;电子商务;卫星导航;智慧停车
000059,华锦股份,sz.000059,沥青概念;油气改革;石油行业;甲醇概念;化肥
000060,中金岭南,sz.000060,广东国资;有色锌;轨道交通;小金属;稀缺资源;金属铅;期货概念;钴镍;黄金股;有色铜
000061,农产品,sz.000061,广东国资;新零售;区块链;食品安全;统一大市场;生态农业;深圳国资;冷链物流;农机;电子商务;智慧农业（数字乡村）;农林牧渔;乡村振兴;农村电商
000062,深圳华强,sz.000062,存储概念;商业百货;雄安新区;分拆概念;第三代半导体;华为昇腾;华为海思;MLCC概念;无线耳机
000063,中兴通讯,sz.000063,操作系统;智能穿戴;车联网（车路云）;区块链;智能家居;电子信息;百度概念;超高清;核心网;量子技术;交换机;增强现实;边缘计算;英伟达概念;服务器;IPV6;RCS概念;虚拟现实;卫星互联网;云计算;网络安全;光通信;液冷概念;价值品牌;智能汽车;东数西算;SOC芯片;智能眼镜;无线充电;AI手机
000065,北方国际,sz.000065,超超临界发电;绿色电力;轨道交通;中特估;新型城镇化;水利建设;建筑建材;智慧物流
000066,中国长城,sz.000066,操作系统;北斗导航;区块链;算力概念;智能电网;电子信息;海工装备;百度概念;中字头;交换机;英伟达概念;服务器;军工信息化;电池管理;云计算;钠电池;网络安全;一体机概念;腾讯云;分拆概念;液冷概念;军民融合;东数西算;AIPC概念;信创概念
000068,华控赛格,sz.000068,石墨烯;海绵城市;电子支付;电子器件;山西国资;移动支付;地下管廊
000069,华侨城A,sz.000069,特色小镇;NFT概念;酒店旅游;新型城镇化;旅游酒店;冰雪产业;在线旅游;粤港澳
000070,特发信息,sz.000070,广东国资;谷歌概念;摘帽概念;腾讯概念;算力概念;智慧政务;智能电网;电子信息;字节跳动概念;军工信息化;深圳国资;CPO概念;卫星互联网;云计算;国资云;腾讯云;光通信;特高压;东数西算;高速连接器;F5G
000078,海王生物,sz.000078,抗癌药物;医疗美容;禽流感药物;生物制药;冷链物流;中药;医药电商;抗流感;粤港澳
000088,盐田港,sz.000088,广东国资;统一大市场;RCEP概念;中俄贸易概念;深圳国资;冷链物流;港口运输;雄安新区;交通运输;粤港澳;中欧班列
000089,深圳机场,sz.000089,广东国资;养老金概念;民用航空;深圳国资;交通运输;粤港澳
000090,天健集团,sz.000090,广东国资;数字孪生;养老金概念;轨道交通;海绵城市;新型城镇化;深圳国资;建筑建材;污水处理;粤港澳
000096,广聚能源,sz.000096,能源互联;广东国资;油气改革;石油行业;深圳国资;社保重仓;粤港澳
000099,中信海直,sz.000099,通用航空;中字头;飞行汽车;空客概念;交通运输;粤港澳
000100,TCL科技,sz.000100,腾讯概念;商汤科技概念;电子纸;参股新三板;柔性电子;在线教育;绿色电力;超高清;MLED;寒武纪概念;OLED;QLED;全面屏;折叠屏;价值品牌;陆股通活跃;家用电器;家电行业;玻璃基板
000151,中成股份,sz.000151,RCEP概念;中字头;中俄贸易概念;固废处理;出海概念;并购重组;污水处理;物资外贸
000153,丰原药业,sz.000153,多肽药;肝素;抗癌药物;零售药店;代糖概念;维生素;生物制药;眼科概念;中药;高血压防治;NMN概念;抗癌治癌
000155,川能动力,sz.000155,垃圾发电;绿色电力;农药化肥;固废处理;盐湖提锂;磷酸铁锂
000156,华数传媒,sz.000156,AI应用（AIGC）;广电系;算力概念;智慧政务;云视频;互联医疗;城市大脑;在线教育;养老产业;超高清;虚拟数字人;影视动漫;智慧医疗;IPV6;AI语料库;知识付费;AI应用（智能体）;影视传媒;东数西算;智能音箱;蚂蚁金服概念;乡村振兴;传媒娱乐
000157,中联重科,sz.000157,工程机械;雅下电站概念;机械行业;固废处理;机械;农机;智慧农业（数字乡村）;东数西算;乡村振兴
000158,常山北明,sz.000158,操作系统;区块链;腾讯概念;NFT概念;智慧政务;智能交通;华为鸿蒙;百度概念;京津冀;阿里云;冷链物流;云计算;国资云;智谱AI概念;雄安新区;纺织行业;网络安全;腾讯云;金融科技;华为昇腾;华为盘古;华为鲲鹏;东数西算;信创概念;数据确权
000159,国际实业,sz.000159,新疆振兴;油气存储;西部开发;油气改革;石油行业;喀什规划区;特高压;有色铜
000166,申万宏源,sz.000166,参股基金;金融行业;期货概念
000301,东方盛虹,sz.000301,GDR概念;环氧丙烷;光伏胶膜;可降解;综合行业
000333,美的集团,sz.000333,高派息;价值成长;区块链;智能家居;华为鸿蒙;具身智能;C2M概念;分拆概念;液冷概念;价值品牌;陆股通活跃;家用电器;超大盘;热泵概念;家电行业
000338,潍柴动力,sz.000338,工程机械;快递概念;燃料电池;汽车制造;农机;陆股通活跃;稀土永磁
000400,许继电气,sz.000400,能源互联;逆变器;电力物联网;虚拟电厂;换电概念;直流输电;农村电网;抽水蓄能;发电设备;电网设备;雄安新区;快充概念;IDC电源;特高压;无线充电
000401,金隅冀东,sz.000401,债转股;北京国资;京津冀;固废处理;水泥行业;雄安新区;水泥
000402,金融街,sz.000402,特色小镇;北京国资;碳中和;房地产
000403,派林生物,sz.000403,血液制品;生物制药
000404,长虹华意,sz.000404,智能家居;机械行业;汽车热管理;家用电器
000407,胜利股份,sz.000407,页岩气;油气改革;新型城镇化;并购重组;天然气;塑料制品
000408,藏格矿业,sz.000408,商业百货;小金属;盐湖提锂;化肥;有色铜
000409,云鼎科技,sz.000409,操作系统;轮胎;时空大数据;北斗导航;钢铁行业;参股新三板;AI模型;短报文概念;山东国资;空间计算;AI应用（智能体）;网络安全;煤化工;新型工业化;华为盘古;军民融合;数据要素;智慧矿山
000410,沈阳机床,sz.000410,腾讯概念;债转股;机械行业;东北振兴;并购重组;新型工业化;工业母机
000411,英特集团,sz.000411,商业百货;医疗美容;疫苗;冷链物流;医药电商
000415,渤海租赁,sz.000415,融资租赁;金融行业;京津冀;雄安新区;粤港澳
000417,合百集团,sz.000417,新零售;商业百货;冷链物流;安徽国资;首发经济;黄金股;乡村振兴;预制菜
000419,通程控股,sz.000419,新零售;商业百货;旅游酒店;电子商务;湖南国资;预制菜
000420,吉林化纤,sz.000420,碳纤维;化纤行业;大飞机
000421,南京公用,sz.000421,换电概念;网约车概念;天然气;交通运输;江苏国资
000422,湖北宜化,sz.000422,宁德时代概念;养老金概念;湖北自贸区;氟化工;光刻胶;农药化肥;并购重组;可降解;煤化工;化肥;湖北国资;磷化工
000423,东阿阿胶,sz.000423,生物制药;中药;价值品牌;医药电商;化妆品
000425,徐工机械,sz.000425,垃圾分类;工程机械;雅下电站概念;机械行业;盾构机;出海概念;碳中和;水电概念;分拆概念;军民融合
000426,兴业银锡,sz.000426,有色锌;小金属;金属铅;钴镍;黄金股;有色铜
000428,华天酒店,sz.000428,酒店旅游;旅游酒店;在线旅游;湖南国资;预制菜
000429,粤高速A,sz.000429,广东国资;券商相关;公路桥梁;粤港澳
000498,山东路桥,sz.000498,腾讯概念;铁路基建;债转股;高铁;装配建筑;中特估;水利建设;山东国资;建筑建材
000501,武商集团,sz.000501,新零售;湖北自贸区;社区团购;商业百货;IP概念（谷子经济）;户外露营;美团概念;冰雪产业;免税概念;首发经济;黄金股;湖北国资;白酒
000503,国新健康,sz.000503,电子信息;互联医疗;家庭医生概念;DRG概念;养老产业;智慧医疗;AI应用（智能体）;电子商务;医药电商;数据要素;海南自贸区;SPD概念
000505,京粮控股,sz.000505,新零售;调味品;北京国资;京津冀;人造肉概念;网红经济;转基因;土壤修复;雄安新区;房地产;海南自贸区
000506,招金黄金,sz.000506,摘帽概念;小金属;房地产;黄金股
000507,珠海港,sz.000507,广东国资;融资租赁;自由贸易港;横琴新区;RCEP概念;参股新三板;BIPV概念;港口运输;天然气;交通运输;粤港澳
000509,华塑控股,sz.000509,民营医院;建筑建材;碳中和;网络安全;工业母机;湖北国资
000510,新金路,sz.000510,化工行业;石墨烯;军工电子;小金属;军工信息化;有色铜
000513,丽珠集团,sz.000513,多肽药;横琴新区;抗癌药物;参股新三板;辅助生殖;猴痘概念;基因测序;生物制药;疫苗;中药;麻醉概念;分拆概念;AI应用（医药医疗）;抗原检测;精准医疗
000514,渝开发,sz.000514,西部开发;债转股;成渝城市群;房地产
000516,国际医学,sz.000516,互联医疗;细胞治疗;辅助生殖;商业百货;医疗美容;智慧医疗;民营医院;干细胞;基因测序;人脑工程（脑机接口）
000517,荣安地产,sz.000517,绿色建筑;房地产
000519,中兵红箭,sz.000519,培育钻石;中字头;消防概念;中特估;机械行业;冷链物流;军民融合;金刚石
000520,凤凰航运,sz.000520,湖北自贸区;债转股;远洋运输;交通运输
000521,长虹美菱,sz.000521,垃圾分类;智能家居;血氧仪;冷链物流;C2M概念;社保重仓;生物安全;家用电器;热泵概念;家电行业
000523,红棉股份,sz.000523,广东国资;区块链;化工行业;土地流转;代糖概念;啤酒;并购重组;休闲食品;化妆品
000524,岭南控股,sz.000524,广东国资;酒店旅游;网约车概念;户外露营;旅游酒店;免税概念;在线旅游;海南自贸区;体育产业;粤港澳;预制菜
000525,红太阳,sz.000525,摘帽概念;生物农药;农药化肥;维生素;昨日涨停;NMN概念;乡村振兴;农村电商;草甘膦
000526,学大教育,sz.000526,教育培训;在线教育;职业教育;房地产
000528,柳工,sz.000528,融资租赁;工程机械;中俄贸易概念;雅下电站概念;机械行业;出海概念;农机;水电概念;社保重仓;广西国资
000529,广弘控股,sz.000529,广东国资;食品行业;猪肉概念;冷链物流;养鸡;粤港澳;预制菜
000530,冰山冷热,sz.000530,海工装备;边缘计算;机械行业;汽车热管理;冷链物流;冰雪产业;水电概念;海洋经济;热泵概念;体育产业;无人零售
000531,穗恒运A,sz.000531,电力行业;虚拟电厂;AMC（化债概念）;债转股;绿色电力;燃料电池;粤港澳
000532,华金资本,sz.000532,广东国资;石墨烯;横琴新区;电子信息;参股新三板;网红经济;IPV6;券商相关;4680电池;污水处理
000533,顺钠股份,sz.000533,算力概念;海工装备;百度概念;核聚变;抽水蓄能;电网设备;水利建设;昨日涨停;变压器;家电行业
000534,万泽股份,sz.000534,深汕合作区;价值成长;通用航空;燃气轮机;房地产;高温合金;大飞机
000536,华映科技,sz.000536,福建国资;柔性电子;福建自贸区;OLED;电子器件;消费电子;智能手机;荣耀概念;玻璃基板
000537,绿发电力,sz.000537,土地流转;京津冀;中字头;绿色电力;房地产
000538,云南白药,sz.000538,高派息;养老产业;生物制药;工业大麻;中药;AI应用（医药医疗）;价值品牌;医药电商;化妆品
000539,粤电力A,sz.000539,广东国资;电力行业;超超临界发电;绿色电力;生物质能;EDA概念;期货概念;粤港澳
000541,佛山照明,sz.000541,长安汽车概念;广东国资;智能家居;植物照明;华为汽车;智慧灯杆;海洋经济;LED;家电行业
000543,皖能电力,sz.000543,电力行业;超超临界发电;抽水蓄能;券商相关;天然气;安徽国资
000544,中原环保,sz.000544,垃圾分类;环保行业;固废处理;污水处理
000545,金浦钛业,sz.000545,化工行业;钛白粉;小金属;并购重组;磷酸铁锂
000546,金圆股份,sz.000546,垃圾分类;电池回收;固废处理;水泥行业;盐湖提锂;水泥;医废处理;钴镍;有色铜
000547,航天发展,sz.000547,智慧政务;电子信息;海工装备;氮化镓;福建自贸区;吸波材料;虚拟现实;军工信息化;信息安全;航天科工集团;卫星互联网;网络安全;第三代半导体;军民融合;智慧矿山
000548,湖南投资,sz.000548,旅游酒店;公路桥梁;乡村振兴;湖南国资
000550,江铃汽车,sz.000550,整车;电动物流车;燃料电池;汽车制造;华为汽车
000551,创元科技,sz.000551,北斗导航;参股新三板;PM2.5;机械行业;减速器;期货概念;污水处理;轴承;特高压;生物安全;特斯拉;军民融合;家用电器;热泵概念;江苏国资
000552,甘肃能化,sz.000552,煤炭行业;超超临界发电;甘肃国资;页岩气;天然气;煤化工;化肥;动力煤
000553,安道麦A,sz.000553,中国化工集团;生物农药;农药化肥;出海概念;草甘膦
000554,泰山石油,sz.000554,油气改革;中石化系;石油行业;龙虎榜热门;天然气
000555,神州信息,sz.000555,跨境支付;区块链;腾讯概念;电子信息;华为鸿蒙;数字货币;土地流转;虚拟数字人;量子技术;边缘计算;信息安全;财税信息化;AI应用（智能体）;云计算;网络安全;智慧农业（数字乡村）;腾讯云;金融科技;华为昇腾;华为鲲鹏;数据要素
000557,西部创业,sz.000557,西部开发;快递概念
000558,天府文旅,sz.000558,特色小镇;电子竞技;影视动漫;彩票;足球概念;世界杯;旅游酒店;影视传媒;冰雪产业;在线旅游;房地产;体育产业
000559,万向钱潮,sz.000559,汽车轻量化;MCU概念;小鹏汽车概念;汽车制造;并购重组;轴承;小米汽车概念;丝杠
000560,我爱我家,sz.000560,AI应用（AIGC）;华为鸿蒙;商业百货;虚拟现实;ChatGPT概念;房屋租赁
000561,烽火电子,sz.000561,北斗导航;电子信息;军工信息化;并购重组;卫星导航;军民融合;大飞机;陕西国资
000563,陕国投A,sz.000563,信托概念;AMC（化债概念）;金融行业;债转股;券商相关;陕西国资
000564,供销大集,sz.000564,统一大市场;百度概念;社区团购;商业百货;字节跳动概念;冷链物流;抖音小店;美团概念;供销社概念;海南自贸区;乡村振兴;京东概念;农村电商;智慧物流;无人零售
000565,渝三峡A,sz.000565,清洁能源;化工行业;石墨烯;成渝城市群;染料涂料
000566,海南海药,sz.000566,互联医疗;抗癌药物;细胞治疗;肝炎治疗;民营医院;生物制药;原料药;中药;海南自贸区;抗流感
000567,海德股份,sz.000567,AMC（化债概念）;债转股;钒电池;房地产;海南自贸区
000568,泸州老窖,sz.000568,高派息;券商相关;龙虎榜热门;价值品牌;白酒
000570,苏常柴A,sz.000570,机械行业;干细胞;农机;钠电池;发电机概念;乡村振兴;江苏国资
000571,新大洲A,sz.000571,煤炭行业;通用航空;快递概念;成飞概念;煤化工;大飞机;海南自贸区
000572,海马汽车,sz.000572,整车;网约车概念;百度概念;燃料电池;汽车制造;共享汽车;智能汽车;海南自贸区;共享经济
000573,粤宏远A,sz.000573,电池回收;金属铅;房地产
000576,甘化科工,sz.000576,军工电子;第三代半导体;LED;碳化硅;军民融合;综合行业
000581,威孚高科,sz.000581,尾气处理;无锡国资;毫米波雷达;PM2.5;燃料电池;汽车制造;国六概念;激光雷达;IGBT概念;社保重仓;汽车芯片;智能汽车;小米汽车概念;江苏国资;稀土永磁
000582,北部湾港,sz.000582,统一大市场;星闪概念;RCEP概念;西部开发;港口运输;天然气;广西国资;交通运输
000586,汇源通信,sz.000586,电子信息;光纤光缆;光通信;特高压
000589,贵州轮胎,sz.000589,轮胎;炭黑;胎压监测;贵州国资;汽车制造
000590,古汉医药,sz.000590,智慧医疗;生物制药;中药
000591,太阳能,sz.000591,能源互联;区块链;西部开发;绿色电力;商业百货;钙钛矿电池;BIPV概念
000592,平潭发展,sz.000592,土地流转;福建自贸区;民营医院;合成生物;生态林业;平潭实验区;农林牧渔
000593,德龙汇能,sz.000593,信托概念;西部开发;京津冀;油气改革;供水供气;雄安新区;天然气
000596,古井贡酒,sz.000596,高派息;价值成长;券商相关;安徽国资;白酒
000597,东北制药,sz.000597,抗癌药物;辅助生殖;禽流感药物;干细胞;维生素;生物制药;东北振兴;原料药;中药;抗癌治癌;医药电商
000598,兴蓉环境,sz.000598,价值成长;环保行业;西部开发;垃圾发电;智慧水务;固废处理
000599,青岛双星,sz.000599,轮胎;区块链;石墨烯;汽车后市场;RCEP概念;汽车制造;山东国资;并购重组;雄安新区;军民融合;青岛
000600,建投能源,sz.000600,电力行业;养老金概念;超超临界发电;京津冀;绿色电力;雄安新区;水电概念
000601,韶能股份,sz.000601,电力行业;清洁能源;垃圾发电;绿色电力;生物质能;抽水蓄能;生态农业;减速器;水电概念;可降解
000603,盛达资源,sz.000603,小金属;金属铅;钴镍;黄金股;有色铜
000605,渤海股份,sz.000605,京津冀;养老产业;固废处理;供水供气;天津国资;雄安新区;REITs概念
000607,华媒控股,sz.000607,区块链;快手概念;NFT概念;多胎概念;网络营销;托育概念;在线教育;百度概念;社区团购;知识产权;职业教育;数字水印;传媒娱乐;数据确权
000610,西安旅游,sz.000610,特色小镇;酒店旅游;社区团购;旅游酒店;在线旅游
000612,焦作万方,sz.000612,有色铝;稀缺资源;并购重组;稀土永磁
000617,中油资本,sz.000617,跨境支付;新疆振兴;信托概念;数字货币;核聚变;中字头;中特估;中石化系;机械行业;RPA概念;央企金控
000619,海螺新材,sz.000619,生物质能;装配建筑;新型城镇化;建筑建材;绿色建筑;安徽国资
000620,盈新发展,sz.000620,存储概念;IP概念（谷子经济）;AI应用（智能体）;旅游酒店;在线旅游;房地产;蚂蚁金服概念;短剧概念
000623,吉林敖东,sz.000623,零售药店;肝炎治疗;券商相关;维生素;生物制药;中药;医药电商;抗流感
000625,长安汽车,sz.000625,长安汽车概念;整车;车联网（车路云）;腾讯概念;换电概念;汽车后市场;网约车概念;百度概念;燃料电池;足球概念;汽车制造;华为汽车;飞行汽车;蔚来汽车概念;智能汽车;共享经济
000626,远大控股,sz.000626,生物农药;舟山自贸区;生态农业;供销社概念;物资外贸
000628,高新发展,sz.000628,数字孪生;信托概念;虚拟电厂;智慧政务;参股新三板;新型城镇化;期货概念;IGBT概念;华为昇腾;华为鲲鹏;开发区
000629,钒钛股份,sz.000629,钢铁行业;钛白粉;小金属;钒电池;稀缺资源;电解液
000630,铜陵有色,sz.000630,养老金概念;小金属;铜箔;稀缺资源;龙虎榜热门;分拆概念;安徽国资;黄金股;有色铜
000631,顺发恒能,sz.000631,清洁能源;绿色电力;房地产
000632,三木集团,sz.000632,特色小镇;福建自贸区;平潭实验区;旅游酒店;综合行业
000633,合金投资,sz.000633,新疆振兴;西部开发;综合行业
000635,英力特,sz.000635,化工行业
000636,风华高科,sz.000636,广东国资;电感;传感器;电子器件;快充概念;光通信;超级电容;MLCC概念
000637,茂化实华,sz.000637,尾气处理;PM2.5;油气改革;石油行业
000639,西王食品,sz.000639,食品行业;代糖概念;供销社概念;NMN概念;体育产业
000650,仁和药业,sz.000650,区块链;多胎概念;医疗美容;肝炎治疗;生物制药;眼科概念;中药;高血压防治;金融科技;医药电商;化妆品;智能眼镜;抗流感
000651,格力电器,sz.000651,高派息;MCU概念;智能家居;横琴新区;第三代半导体;价值品牌;家用电器;工业母机;热泵概念;家电行业
000652,泰达股份,sz.000652,垃圾分类;信托概念;AMC（化债概念）;债转股;电池回收;京津冀;垃圾发电;生物质能;足球概念;券商相关;固废处理;天津国资;雄安新区;熔喷布;抗流感;综合行业
000655,金岭矿业,sz.000655,钢铁行业;小金属;山东国资;钒电池;稀缺资源;有色铜
000657,中钨高新,sz.000657,PCB概念;核聚变;小金属;盾构机;龙虎榜热门;铌概念;工业母机;海南自贸区
000659,珠海中富,sz.000659,横琴新区;印刷包装;海南自贸区;粤港澳
000661,长春高新,sz.000661,GDR概念;多胎概念;参股新三板;辅助生殖;肝炎治疗;生物制药;疫苗;东北振兴;中药;阿尔茨海默;抗流感
000663,永安林业,sz.000663,土地流转;生态林业;稀缺资源;农林牧渔
000665,湖北广电,sz.000665,广电系;腾讯概念;算力概念;智慧政务;湖北自贸区;元宇宙概念;在线教育;爱奇艺概念;超高清;核心网;彩票;虚拟现实;AI应用（智能体）;云计算;智慧农业（数字乡村）;传媒娱乐;数据确权
000670,盈方微,sz.000670,智能穿戴;北斗导航;电子器件;安防
000672,上峰水泥,sz.000672,西部开发;水泥行业;水泥
000676,智度股份,sz.000676,智能穿戴;网络游戏;谷歌概念;区块链;腾讯概念;NFT概念;智慧政务;网络营销;华为鸿蒙;数字货币;元宇宙概念;百度概念;爱奇艺概念;仪器仪表;字节跳动概念;网红经济;拼多多概念;脸书概念;电子烟;Web3概念;ChatGPT概念;财税信息化;短视频;金融科技;智能音箱;网络直播
000677,恒天海龙,sz.000677,轮胎;工业大麻;化纤行业
000678,襄阳轴承,sz.000678,湖北自贸区;机械行业;减速器;农机;轴承;湖北国资
000679,大连友谊,sz.000679,腾讯概念;商业百货
000680,山推股份,sz.000680,垃圾分类;工程机械;新型城镇化;机械行业;山东国资;出海概念;雄安新区;社保重仓;乡村振兴
000681,视觉中国,sz.000681,AI应用（AIGC）;区块链;腾讯概念;快手概念;NFT概念;电子信息;华为鸿蒙;在线教育;百度概念;字节跳动概念;AI应用（广告营销）;知识产权;小红书概念;世界杯;虚拟现实;AI语料库;AI应用（智能体）;AI漫剧;智谱AI概念;数字水印;在线旅游;华为盘古;数据要素;数据确权
000682,东方电子,sz.000682,能源互联;电力物联网;虚拟电厂;NFT概念;智能交通;农村电网;发电设备;轨道交通;华为昇思;山东国资;网络安全;变压器
000683,博源化工,sz.000683,化工行业;甲醇概念;煤化工;化肥
000685,中山公用,sz.000685,广东国资;垃圾分类;虚拟电厂;券商相关;固废处理;供水供气;天然气;医废处理
000686,东北证券,sz.000686,参股基金;金融行业;参股新三板;期货概念
000688,国城矿业,sz.000688,钛白粉;有色锌;小金属;稀缺资源;金属铅;钴镍;黄金股;有色铜
000690,宝新能源,sz.000690,深汕合作区;电力行业;超超临界发电;参股新三板;绿色电力
000692,惠天热电,sz.000692,供水供气;东北振兴
000695,滨海能源,sz.000695,在线教育;供水供气
000700,模塑科技,sz.000700,小鹏汽车概念;民营医院;理想汽车概念;汽车制造;华为汽车;特斯拉;蔚来汽车概念;小米汽车概念
000701,厦门信达,sz.000701,AI应用（AIGC）;福建国资;食品安全;石墨烯;快递概念;福建自贸区;MLED;小金属;植物照明;Web3概念;安防;电子车牌;LED;小米汽车概念;食药追溯;食品检测;有色铜;综合行业;无人零售
000702,正虹科技,sz.000702,饲料;猪肉概念;券商相关;农林牧渔
000703,恒逸石化,sz.000703,油气改革;可降解;化纤行业
000705,浙江震元,sz.000705,多胎概念;互联医疗;商业百货;合成生物;冷链物流;中药;医药电商;浙江国资;抗流感;SPD概念
000707,双环科技,sz.000707,盐化工;化工行业;钠电池;煤化工;化肥;湖北国资
000708,中信特钢,sz.000708,钢铁行业;中字头;特种钢;中特估;水电概念;特斯拉;蔚来汽车概念
000709,河钢股份,sz.000709,钢铁行业;核聚变;京津冀;小金属;特种钢;钒电池;雄安新区;华为鲲鹏;电解液
000710,贝瑞基因,sz.000710,多胎概念;辅助生殖;智慧医疗;汽车制造;基因测序;AI应用（智能体）;精准医疗
000712,锦龙股份,sz.000712,金融行业;并购重组;期货概念
000713,国投丰乐,sz.000713,生物农药;生态农业;转基因;并购重组;种业;农林牧渔;安徽国资;化肥;农村电商;草甘膦;磷化工
000715,中兴商业,sz.000715,商业百货;东北振兴
000716,黑芝麻,sz.000716,食品行业;参股新三板;植物蛋白;社区团购;网红经济;电子商务;休闲食品
000717,中南股份,sz.000717,钢铁行业;中字头;AI训练
000718,苏宁环球,sz.000718,医疗美容;民营医院;东北振兴;房地产
000719,中原传媒,sz.000719,NFT概念;数据交易中心;在线教育;影视动漫;增强现实;知识产权;虚拟现实;职业教育;知识付费;社保重仓;数据要素;传媒娱乐;数据确权
